CaseNo,Colony,BR3,BR7,LC9,FileID,LicenseNo,IssueDate,Purpose,Area_acre,DevPlanRaw,ValidUpto,Sector,Developer,LandSchedule1,LandSchedule2
LC-4766,QUARTERAGE SON-63&64 DDJAY-APHP (Revised & Layout Plan) (Demarcation Cum Zoning Plan) (Demarcation -Cum -Zoning Plan),,,,LC-4766B,142 OF 2025,12/08/2025,DDJAY-APHP,2.56875,Sonipat,11/08/2030,64,Quarterage Developers Pvt. Ltd.,View Land Schedule,View
LC-5200,SIDDHARTHA KHA IPL (Demarcation Cum Zoning Plan),,,,LC-5200A,96 OF 2024,25/07/2024,IPL,17.1,Kharkhauda,24/07/2029,NA,Siddhartha Developers,View Land Schedule,View
LC-5300,NUGRAJ KHA-10 DDJAY-APHP,,,,LC-5300A,105 OF 2024,01/08/2024,DDJAY-APHP,5.69792,Kharkhauda,31/07/2029,10,Nugraj Dream Builders Pvt. Ltd.,View Land Schedule,View
LC-5223,SUREPASS SON-70 DDJAY-APHP,,,,LC-5223A,116 OF 2024,12/08/2024,DDJAY-APHP,19.4625,Sonipat,11/08/2029,70,Surepass Infra LLP,View Land Schedule,View
LC-5225,NUGRAJ KHA-11A DDJAY-APHP (Layout Plan),,,,LC-5225A,119 OF 2024,14/08/2024,DDJAY-APHP,12.1125,Kharkhauda,13/08/2029,NA,Nugraj Dream Builders Pvt. Ltd.,View Land Schedule,View
LC-5215,ULTIMATE SON-35 DDJAY-APHP (Demarcation cum Zoning Plan),,,,LC-5215A,155 OF 2024,17/11/2024,DDJAY-APHP,5.1,Sonipat,16/11/2029,35,Ultimate Real Housing Pvt Ltd,View Land Schedule,View
LC-5093,MANAV SON-83 DDJAY-APHP,,,,LC-5093A,159 OF 2024,20/11/2024,DDJAY-APHP,5.7625,Sonipat,19/11/2029,83,Manav Associates Pvt. Ltd.,View Land Schedule,View
LC-5356,ORION SON-4 DDJAY-APHP,,,,LC-5356A,163 OF 2024,25/11/2024,DDJAY-APHP,18.98125,Kharkhauda,24/11/2029,04,Orion Tech Park Developers LLP,View Land Schedule,View
LC-5210,TRILOKPATI SON-41 DDJAY-APHP,,,,LC-5210A,170 OF 2024,28/11/2024,DDJAY-APHP,12.075,Sonipat,27/11/2029,41,TRILOKPATI INFRAESTATE PVT LTD,View Land Schedule,View
LC-5389,UVLANDBASE SON-26A DDJAY-APHP (Demarcation - Cum Zoning Plan),,,,LC-5389A,189 OF 2024,19/12/2024,DDJAY-APHP,5.26875,Sonipat,18/12/2029,26A,U V Landbase Pvt. Ltd.,View Land Schedule,View
LC-5399,FLOWTECH SON-35 DDJAY-APHP (Demarcation Cum Zoning Plan),,,,LC-5399A,03 OF 2025,07/01/2025,DDJAY-APHP,6.56875,Sonipat,06/01/2030,35,Flowtech Estates Private Limited,View Land Schedule,View
LC-4986,PTRT SON-63&64 DDJAY-APHP (Layout Plan),,,,LC-4986A,9 OF 2025,16/01/2025,DDJAY-APHP,6.65625,Sonipat,15/01/2030,64,PTRT Builders Pvt. Ltd.,View Land Schedule,View
LC-5327,KUNJ SON-92 DDJAY-APHP (Demarcation Cum Zoning Plan),,,,LC-5327A,28 OF 2025,18/03/2025,DDJAY-APHP,6.01,Sonipat,17/03/2030,92,Kunj Bihari Mines LLP,View Land Schedule,View
LC-5358,RRITAM SON DDJAY-APHP (Layout Plan),,,,LC-5358A,29 OF 2025,18/03/2025,DDJAY-APHP,5,Sonipat,17/03/2030,80,Rritam Reality LLP,View Land Schedule,View
LC-5468,SHUBHASHOK GUR-27 DDJAY-APHP (Layout plan) (Zoning Plan),,,,LC-5468A,35 OF 2025,24/03/2025,DDJAY-APHP,11.86875,Sonipat,23/03/2030,26,SHUBH ASHOK INFRA GROW LLP,View Land Schedule,View
LC-5427,LAXMI SON-7 DDJAY-APHP (Layout Plan) (Demarcation cum Zoning Plan),,,,LC-5427A,66 OF 2025,08/05/2025,DDJAY-APHP,5.15,Kharkhauda,07/05/2030,7,Laxmi Son Empire Developer LLP,View Land Schedule,View
LC-5500,MRIDA SON IPL (Layout Plan),,,,LC-5500A,78 OF 2025,26/05/2025,IPA,10.3395,Kharkhauda,25/05/2030,NA,Mrida Seven Element LLP,View Land Schedule,View
LC-5443,GPB SON-34 CPL (Layout Plan),,,,LC-5443A,91 OF 2025,05/06/2025,CPL,3.05,Sonipat,04/06/2030,34,GPB Trading LLP,View Land Schedule,View
LC-5545,VISHUV SON-7 DDJAY-APHP (Layout Plan),,,,LC-5545A,92 OF 2025,05/06/2025,DDJAY-APHP,15.5,Kharkhauda,04/06/2030,7,Vishuv Projects LLP,View Land Schedule,View
LC-5535,SNPC KHA-6 DDJAY-APHP (Layout Plan) (Layout Plan) (Layout Plan) (Revised & Additional Layout Plan) (Demarcation Cum Zoning Plan),,,,LC-5535A,101 OF 2025,17/06/2025,DDJAY-APHP,9.50625,Kharkhauda,16/06/2030,6,SNPC Residency Limited,View Land Schedule,View
LC-5535,SNPC KHA-6 DDJAY-APHP (Layout Plan) (Layout Plan) (Layout Plan) (Revised & Additional Layout Plan) (Demarcation Cum Zoning Plan),,,,LC-5535B,254 OF 2025,22/12/2025,DDJAY-APHP,16.6,Kharkhauda,21/12/2030,6,SNPC Residency Limited,View Land Schedule,View
LC-5336,KK DHANUKA SON-7 DDJAY-APHP (Layout Plan) (Revised Layout Plan) (Demarcation Cum Zoning Plan),,,,LC-5336A,107 OF 2025,27/06/2025,DDJAY-APHP,5.425,Kharkhauda,26/06/2030,7,KK Dhanuka Estates Private Limited,View Land Schedule,View
LC-5336,KK DHANUKA SON-7 DDJAY-APHP (Layout Plan) (Revised Layout Plan) (Demarcation Cum Zoning Plan),,,,LC-5336B,02 OF 2026,06/01/2026,DDJAY-APHP,5.76875,Kharkhauda,05/01/2031,7,KK Dhanuka Estates Private Limited,View Land Schedule,View
LC-5579,ARVEEN SON-6 DDJAY-APHP (Layout Plan) (Demarcation cum Zoning Plan),,,,LC-5579A,135 OF 2025,05/08/2025,DDJAY-APHP,5.425,Kharkhauda,04/08/2030,6,M/s Arveen Buildestate LLP,View Land Schedule,View
LC-5542,RRITAM SON IPL(EPP) (Layout Plan) (Demarcation Cum Zoning Plan),,,,LC-5542A,140 OF 2025,08/08/2025,IPA,20.2875,Sonipat,07/08/2030,NA,Rritam Developers LLP,View Land Schedule,View
LC-5454,ONE SON-91 DDJAY-APHP (Layout Plan) (Demarcation - Cum - Zoning Plan) (Layout Cum Demarcation Plan) (Revised Layout Plan),,,,LC-5454A,153 OF 2025,25/08/2025,RPL,52.57,Sonipat,24/08/2030,91,One Prastha Realty LLP,View Land Schedule,View
LC-5454,ONE SON-91 DDJAY-APHP (Layout Plan) (Demarcation - Cum - Zoning Plan) (Layout Cum Demarcation Plan) (Revised Layout Plan),,,,LC-5454B,146 OF 2026,16/07/2026,RPL,6,Sonipat,15/07/2031,91,One Prastha Realty LLP,View Land Schedule,View
LC-5651,RISHABH KHA-6 DDJAY-APHP (Layout Plan) (Demarcation cum Zoning Plan),,,,LC-5651A,161 OF 2025,03/09/2025,DDJAY-APHP,10.8472,Kharkhauda,02/09/2030,6,Rishabh Residency LLP,View Land Schedule,View
LC-5655,V3H KHA IPA (Layout Plan),,,,LC-5655A,167 OF 2025,05/09/2025,IPA,11.10625,Kharkhauda,04/09/2030,NA,V3H Associates,View Land Schedule,View
LC-5672,SOHA SON-35 RPL (Layout Plan) (Demarcation Cum Zoning Plan) (Revised Layout Plan) (Revised Zoning Plan) (Revised Zoning Plan),,,,LC-5672A,169 OF 2025,08/09/2025,RPL,30.9375,Sonipat,07/09/2030,35,Soha Developers Pvt. Ltd.,View Land Schedule,View
LC-5672,SOHA SON-35 RPL (Layout Plan) (Demarcation Cum Zoning Plan) (Revised Layout Plan) (Revised Zoning Plan) (Revised Zoning Plan),,,,LC-5672B,29 OF 2026,17/02/2026,RPL,6.35,Sonipat,16/02/2031,35,Soha Developers Pvt. Ltd.,View Land Schedule,View
LC-5345,UJALA SON DDJAY-APHP (Layout Plan) (Demarcation cum Zoning Plan),,,,LC-5345A,179 OF 2025,18/09/2025,DDJAY-APHP,6.8,Sonipat,17/09/2030,26A,Ms Ujala Buildwell LLP,View Land Schedule,View
LC-5699,AGRAMM SON DDJAY-APHP (Layout Plan) (Demarcation cum Zoning Plan),,,,LC-5699A,180 OF 2025,18/09/2025,DDJAY-APHP,8.34375,Kharkhauda,17/09/2030,7,JAGRAMM INFRATECH LLP,View Land Schedule,View
LC-5619,SUREPASS SON DDJAY-APHP (Layout Plan) (Zoning Plan),,,,LC-5619A,199 OF 2025,15/10/2025,DDJAY-APHP,13.75,Sonipat,14/10/2030,70,Surepass Infra LLP,View Land Schedule,View
LC-5644,SHEHANSHAH SON-84 CPL (Layout Plan),,,,LC-5644A,200 OF 2025,15/10/2025,CPL,3.925,Sonipat,14/10/2030,84,M/s Shehanshah Buildwell LLP,View Land Schedule,View
LC-5702,BENISONS KHA IPA (Layout Plan) (Demarcation Cum Zoning Plan),,,,LC-5702A,207 OF 2025,16/10/2025,IPA,10.8625,Kharkhauda,15/10/2030,NA,Benisons Homes LLP,View Land Schedule,View
LC-5635,SUPERMAX SON-35 CPL (Layout Plan),,,,LC-5635A,226 OF 2025,17/11/2025,CPL,3.693,Sonipat,16/11/2030,35,Super Max Affordable Housing Pvt. Ltd.,View Land Schedule,View
LC-5751,AJAY SON-35 RHP (Demarcation cum Zoning Plan),,,,LC-5751A,233 OF 2025,27/11/2025,RHP,0.75,Sonipat,26/11/2030,35,AJAY KUMAR,View Land Schedule,View
LC-5477,LANDLORD SON-41 DDJAY-APHP Layout Plan,,,,LC-5477A,237 OF 2025,01/12/2025,DDJAY-APHP,6.53125,Sonipat,30/11/2030,41,LANDLORD DEVELOPERS PVT. LTD.,View Land Schedule,View
LC-5318,NATURE SON-11 DDJAY-APHP Layout Plan (Demarcation cum Zoning Plan),,,,LC-5318A,238 OF 2025,01/12/2025,DDJAY-APHP,12.61875,Kharkhauda,30/11/2030,11,NATURE EARTH KHARKHODA LLP,View Land Schedule,View
LC-5440,MRIDA SON-33 DDJAY-APHP (Layout Plan) (Demarcation cum Zoning Plan) (Zoning Plan),,,,LC-5440A,244 OF 2025,05/12/2025,DDJAY-APHP,5.75625,Sonipat,04/12/2030,33,Mrida Express City LLP,View Land Schedule,View
LC-5661,SONIPAT SON-91 DDJAY-APHP (Layout Plan) (Demarcation Cum Zoning Plan),,,,LC-5661A,253 OF 2025,22/12/2025,DDJAY-APHP,5.73125,Sonipat,21/12/2030,91,Sonipat Devru Ventures LLP,View Land Schedule,View
LC-5689,PARKER SON-61 DDJAY-APHP (Layout Plan) (Demarcation cum Zoning Plan),,,,LC-5689A,255 OF 2025,23/12/2025,DDJAY-APHP,11.3375,Sonipat,22/12/2030,61,Parker Infrastructure Pvt Ltd,View Land Schedule,View
LC-5540,UNILIANCE SON-2 DDJAY-APHP (Layout Plan) (Demarcation cum Zoning Plan),,,,LC-5540A,262 OF 2025,29/12/2025,DDJAY-APHP,5.33125,Sonipat,28/12/2030,2,Uniliance Private Limited,View Land Schedule,View
LC-5527,SVSJ SON-91 DDJAY-APHP (Layout Plan) (Demarcation cum Zoning Plan),,,,LC-5527A,07 OF 2026,12/01/2026,DDJAY-APHP,5.619,Sonipat,11/01/2031,91,SVSJ Buildprop LLP,View Land Schedule,View
LC-5577,NEXTRA SON DDJAY-APHP (Demarcation Cum Zoning Plan),,,,LC-5577A,10 OF 2026,15/01/2026,DDJAY-APHP,10.50625,Kharkhauda,14/01/2031,NA,Nextra Dream Town Realty Pvt. Ltd.,View Land Schedule,View
LC-5505,SIDDHARTHA KHA DDJAY-APHP (Layout Plan) (Demarcation cum Zoning Plan),,,,LC-5505A,13 OF 2026,21/01/2026,DDJAY-APHP,9.75625,Kharkhauda,20/01/2031,NA,Siddhartha Developers,View Land Schedule,View
LC-5561,SNPC  SON-34 CPL (Layout Plan),,,,LC-5561A,42 OF 2026,09/03/2026,CPL,2.03125,Sonipat,08/03/2031,34,SNPC RESIDENCY LIMITED,View Land Schedule,View
LC-5860,SOHA SON-86 CIC (Layout Plan),,,,LC-5860A,58 OF 2026,03/04/2026,CIC,3.01875,Sonipat,02/04/2031,86,Soha Developers Pvt. Ltd.,View Land Schedule,View
LC-5783,RRITAM SON IPA (Layout Plan) (Zoning plan),,,,LC-5783A,64 OF 2026,10/04/2026,IPA,22.65625,Sonipat,09/04/2031,NA,Rritam Dream Builders,View Land Schedule,View
LC-5696,SKYBYTE SON-80 DDJAY-APHP (Layout Plan),,,,LC-5696A,73 OF 2026,23/04/2026,DDJAY-APHP,8.3375,Sonipat,22/04/2031,80,Skybyte Buildtech Pvt. Ltd.,View Land Schedule,View
LC-5852,KALPTARU SON DDJAY-APHP (Layout Plan) (Demarcation cum Zoning Plan),,,,LC-5852A,91 OF 2026,14/05/2026,DDJAY-APHP,5.6736,Sonipat,13/05/2031,NA,Kalptaru Developers Pvt. Ltd.,View Land Schedule,View
LC-5792,HRM SON IPA (Layout Plan),,,,LC-5792A,95 OF 2026,15/05/2026,IPA,21.49375,Sonipat,14/05/2031,NA,HRM EDUCATION LLP,View Land Schedule,View
LC-5791,KRESHYA SON-33 DDJAY-APHP (Layout Plan),,,,LC-5791A,107 OF 2026,02/06/2026,DDJAY-APHP,8.10625,Sonipat,01/06/2031,33,Kreshya Realtech LLP,View Land Schedule,View
LC-5790,NUGRAJ SON-11 DDJAY-APHP (Layout Plan),,,,LC-5790A,110 OF 2026,08/06/2026,DDJAY-APHP,11.5563,Sonipat,07/06/2031,11,Nugraj Dream Builders Pvt. Ltd.,View Land Schedule,View
LC-5927,RISHIKA SON DDJAY-APHP (Layout Plan),,,,LC-5927A,124 OF 2026,02/07/2026,DDJAY-APHP,17.85625,Sonipat,01/07/2031,NA,Rishika Edifice LLP,View Land Schedule,View
LC-5758,OM SON-10 DDJAY-APHP (Layout Plan),,,,LC-5758A,125 OF 2026,02/07/2026,DDJAY-APHP,11.26875,Kharkhauda,01/07/2031,10,Om Shiva Real Estate Pvt. Ltd.,View Land Schedule,View
LC-5780,JAINSONS SON-35 CPL (Layout Plan),,,,LC-5780A,127 OF 2026,03/07/2026,CPL,3.31875,Sonipat,02/07/2031,35,Jainsons Infratech LLP,View Land Schedule,View
LC-5816,RAMVILLE SON-4 DDJAY-APHP (Layout Plan),,,,LC-5816A,128 OF 2026,06/07/2026,DDJAY-APHP,5.98125,Kharkhauda,05/07/2031,04,Ramville Buildcon LLP,View Land Schedule,View
LC-5886,CHIRAG SON AHP (Demarcation cum Zoning Plan),,,,LC-5886A,131 OF 2026,07/07/2026,AHP,5.2625,Sonipat,06/07/2031,NA,Chirag Buildtec Private Limited,View Land Schedule,View
LC-5845,BUILDAXIS SON-10A CPL,,,,LC-5845A,149 OF 2026,25/07/2026,CPL,1.19725,Kharkhauda,24/07/2031,10A,Buildaxis Developers Pvt Ltd,View Land Schedule,View
LC-5888,BUILDAXIS SON-10A RGH (Demarcation Cum Zoning Plan),,,,LC-5888A,150 OF 2026,25/07/2026,RGH,1.509,Kharkhauda,24/07/2031,10A,Buildaxis Developers Pvt Ltd,View Land Schedule,View
LC-5855,BIRDVIEW SON-88 DDJAY-APHP (Layout Plan) (Layout Plan),,,,LC-5855A,153 OF 2026,28/07/2026,DDJAY-APHP,15.0875,Sonipat,27/07/2031,NA,Birdview Housing Projects LLP,View Land Schedule,View
