licence_no,issue_date,purpose,area_acre,dev_plan,sector,developer_raw,valid_upto_raw,developer_group,tier,score,centroid_lat,centroid_lng,parcel_id,locality_tier,entity_rank,locality_rank,first_seen_year,is_new,is_non_native,hq_city,need_score
67 OF 2026,20/04/2026,DDJAY-APHP,5.98125,AMBALA,28,Ambala Home Land Developers Pvt. Ltd.,19/04/2031,Ambala Home Land Developers,C,,30.318644742958405,76.81804605275211,3135,,1,0,2026,1,0,Ambala,3
